gender	hand	eyecolor	glasses	california	birthmonth	birthday	birthyear	ageinmonths	height	graduate	oncampus	time	walk	hsclass	HSCA	calculus	AP	cell	ipod	sleep	alcohol	speed	UCLA	book	relax	instructor	tire	Quarter
female	left	brown	no	yes	april	22	1988	237	65	2010	yes	16	walk	220	yes	yes	no	yes	yes	6.5	0	87	20000	yes	Rowing	Kreigler	rear left	Winter08
male	right	brown	yes	yes	may	11	1989	224	69	2011	yes	15	walk	500	yes	yes	no	yes	yes	7	0	100	10000	yes	basketball	Ioudina	front left	Winter08
male	ambidextrous	brown	yes	no	feb	1	1989	227	78	2011	yes	20	walk	150	no	yes	no	yes	yes					yes		Davis	front left	Winter08
female	right	brown	yes	yes	dec	31	1988	229	65	2011	no	120	bus	125	yes	yes	no	yes	yes	7	0	45	38000	yes	Reading	Ioudina	front left	Winter08
female	right	brown	yes	yes	nov	18	1988	230	63	2010	yes	10	walk	600	yes	yes	no	yes	yes	6	0	80		yes	eating	Ioudina	front right	Winter08
male	right	brown	yes	no	july	12	1988	234	69	2010	yes	17	walk	300	yes	yes	no	yes	yes	7	0	135	20000	yes	Frisbee	Ioudina	rear right	Winter08
female	right	brown	no	yes	nov	10	1988	230	66	2011	yes	15	walk	60	yes	yes	no	yes	yes	9	0	80	12000	yes	Skiing	Ioudina	front right	Winter08
female	right	brown	yes	yes	aug	17	1986	257	67	2008	no	25	walk	253	yes	no	no	yes	yes	6	0	80	16000	yes	Scrapbooking	Ioudina	front left	Winter08
female	right	brown	yes	yes	dec	17	1987	241	68	2010	yes	20	walk	350	yes	yes	no	yes	yes	8	0	90	50000	no	playing guitar	Ioudina	front right	Winter08
female	left	blue	no	no	aug	2	1989	221	66		yes	5	walk	456	no	yes	no	yes	yes	8	0	98	25000	no	cheerleading	Ioudina	front right	Winter08
female	left	hazel	yes	yes	feb	26	1988	239	60	2010	no	45	carpool	625	yes	yes	no	yes	no	7	0	90	30000	no	shopping	Ioudina	front left	Winter08
female	right	blue	yes	no	feb	8	1988	239	66	2010	yes	10	walk	100	no	yes	no	yes	no	6	10	100	8000	no	shopping	Ioudina	front right	Winter08
female	right	brown	yes	yes	sept	27	1989	220	65	2011	yes	20	car (by yourself)	700	yes	yes	no	yes	yes	6	0	90	54000	no	writing	Ioudina	front left	Winter08
male	right	green	no	yes	may	26	1988	236	71	2010	yes	10	walk	350	yes	yes	no	yes	yes	7	2	95	18000	yes	reading	Ioudina	front right	Winter08
female	right	hazel	yes	yes	nov	8	1989	218	65	2011	yes	20	walk	900	yes	no	yes	yes	yes	5.5	3	90	15000	yes	dance	Ioudina	rear right	Winter08
male	right	green	no	yes	sept	24	1989	220	74	2011	yes	15	walk	550	yes	yes	yes	yes	yes	8	0	90	21000	yes	band	Ioudina	front right	Winter08
female	right	brown	no	yes	jan	4	1987	252	60	2009	no	120	car (by yourself)	400	yes	yes	no	yes	yes	6	0	130	20000	yes	dancing	Ioudina	front right	Winter08
female	ambidextrous	brown	yes	yes	feb	14	1986	263	65	2008	no	20	walk	600	yes	yes	no	yes	yes	6	2	90	8000	no	tv shows	Ioudina	rear left	Winter08
female	right	brown	yes	yes	june	23	1988	235	66	2010	yes	15	walk	800	yes	yes	no	yes	yes	8	3	85	20000	yes	polynesian dancing	Ioudina	front right	Winter08
male	right	brown	no	yes	mar	7	1988	238	72	2010	yes	15	walk	700	yes	yes	no	yes	yes	7	7	120	28000	no	snowboarding	Ioudina	front left	Winter08
female	right	brown	yes	yes	mar	30	1989	226	67	2011	yes	15	walk	3000	yes	yes	no	yes	yes	8	0	85	30000	yes	painting	Ioudina	front right	Winter08
male	ambidextrous	blue	no	yes	jan	5	1987	252	72	2009	no	17	walk	500	yes	yes	no	yes	yes	6	10	130	30000	yes	surfing	Ioudina	rear right	Winter08
male	left	brown	yes	yes	sept	1	1988	232	66	2010	no	12	walk	750	yes	yes	no	yes	yes	9	0	80	2303	no	Guitar	Ioudina	rear left	Winter08
female	right	blue	yes	yes	aug	9	1989	221	67	2011	yes	1	walk	624	yes	no	no	yes	yes	11.5	3	90	10000	no	singing	Ioudina	front right	Winter08
male	ambidextrous	brown	yes	yes	feb	1	1989	227	78	2011	yes	20	walk	150	no	yes	no	yes	yes	7	0	100	28000	no	exercise	Ioudina	front right	Winter08
female	right	brown	yes	no	june	1	1988	235	60	2010	yes	15	walk	500	yes	yes	no	yes	yes	5	0	90	30000	no	TV	Ioudina	front right	Winter08
female	right	brown	yes	no	june	1	1988	235	62	2010	yes	18	walk	500	yes	yes	no	yes	yes	7	0	100	25000	no	beach	Ioudina	front right	Winter08
female	right	brown	yes	yes	july	19	1988	234	61	2010	yes	30	walk		yes	yes	yes	yes	yes	7	0	110	2813	yes	Tennis and Games	Ioudina	front left	Winter08
male	right	brown	no	no	oct	10	1988	231	66	2011	yes		walk	279	yes	yes	no	yes	yes	2	0	40	48000	yes	writing	Ioudina	rear right	Winter08
female	right	blue	yes	yes	mar	13	1989	224	64	2011	yes	1	walk	800	yes	yes	no	yes	yes	9	3	100	11000	no	partying	Ioudina	front right	Winter08
female	right	brown	yes	no	may	18	1988	236	62.5	2010	yes	20	walk	880	yes	no	no	yes	yes	7.5	0	90	30000	no	Painting	Ioudina	front right	Winter08
female	left	brown	no	yes	nov	27	1988	230	61	2010	no	55	car (by yourself)	300	yes	yes	no	yes	yes	4	0	80	2500	no	dance	Ioudina	front right	Winter08
female	right	brown	yes	no	july	5	1983	294	67	2009	no	40	car (by yourself)	800	yes	no	no	yes	yes	8	2	90	10000	yes	none	Ioudina	front left	Winter08
male	right	brown	yes	no	jan	7	1981	324	66	2008	no	45	car (by yourself)	360	no	yes	no	yes	no	7	1	45	50000	no	poker	Ioudina	front left	Winter08
female	right	brown	yes	yes	july	29	1989	222	62	2011	yes	20	walk	356	yes	no	no	yes	yes	6	0	90	45000	yes	television watching	Kreigler	rear left	Winter08
female	right	blue	yes	yes	aug	19	1988	233	63	2011	yes	15	walk	100	yes	no	no	yes	yes	7	0	110	12000	no	painting	Davis	front left	Winter08
male	right	brown	yes	yes	july	19	1985	270	64	2009	no	20	walk	360	yes	yes	no	yes	yes	5	2	100	20000	yes	basketball	Davis	rear left	Winter08
male	right	brown	yes	yes	feb	22	1989	227	66	2011	yes	15	walk	500	yes	yes	no	yes	yes	6	0	75	25000	yes	art	Davis	rear left	Winter08
male	right	brown	yes	no	may	13	1988	236	69	2010	yes	30	walk	470	yes	yes	no	yes	yes	8	0	90	25000	no	cooking	Ioudina	front left	Winter08
female	right	brown	yes	yes	mar	7	1989	226	63.5	2011	yes	15	walk	385	yes	yes	yes	yes	yes	8	6	87	25000	yes	swimming	Ioudina	rear left	Winter08
female	right	brown	no	yes	mar	7	1988	238	62.5	2010	yes	30	walk	400	yes	yes	no	yes	yes	7	2	100	20000	no	sleep	Ioudina	front right	Winter08
female	right	brown	no	no	jan	12	1988	240	65	2010	yes	15	walk	400	yes	yes	no	yes	yes	7	10	90	20000	no	scrapbooking	Ioudina	front left	Winter08
female	right	brown	no	yes	mar	7	1988	238	62.5	2010	yes	30	walk	400	yes	yes	no	yes	yes	7	2	100	20000	no	sleep	Ioudina	front right	Winter08
female	right	blue	no	yes	mar	21	1989	226	66	2011	yes	10	walk	900	yes	no	no	yes	yes	9	0	100	40000	no	football	Ioudina	front right	Winter08
female	right	brown	yes	yes	mar	8	1990	214	65	2011	yes	30	walk	111	yes	no	no	yes	no	9	0	90	40000	yes	Writing Poems	Ioudina	front right	Winter08
female	left	blue	yes	yes	nov	14	1986	254	66	2010	no	60	car (by yourself)	113	no	yes	no	yes	yes	6	0	90	10000	no	watching movies	Ioudina	rear left	Winter08
male	right	brown	no	yes	aug	19	1988	233	70	2010	no	12	walk	526	yes	yes	no	yes	yes	10	20	90	28000	no	piano	Ioudina	front left	Winter08
female	right	brown	no	yes	mar	17	1989	226	62	2011	yes	25	walk	500	yes	yes	no	yes	yes	10	0	80	50000	yes	Drawing	Ioudina	front right	Winter08
female	right	brown	yes	no	july	2	1989	222	63	2011	yes	20	walk	420	yes	yes	no	yes	yes	9	0		30000	yes	Playing tennis	Ioudina	front left	Winter08
female	right	brown	no	yes	mar	7	1988	238	62.5	2010	yes	30	walk	400	yes	yes	no	yes	yes	7	2	100	20000	no	sleep	Ioudina	front right	Winter08
male	right	brown	yes	no	dec	27	1988	229	71	2011	yes	30	walk	14	yes	yes	no	yes	yes	8	0	75	40000	no	swimming	Ioudina	rear right	Winter08
male	right	brown	yes	yes	oct	31	1989	219	64	2011	no	100	bus	604	yes	yes	no	yes	yes	8	0	35	25000	no	video games	Ioudina	rear left	Winter08
female	right	hazel	yes	yes	july	4	1987	246	65	2009	no	30	walk	423	yes	yes	no	yes	no	7	0	95	25000	yes	traveling	Ioudina	rear left	Winter08
female	right	brown	yes	yes	dec	29	1989	217	62	2011	yes	12	walk	102	yes	yes	no	yes	yes	7	0	100	11480	yes	dance	Ioudina	front right	Winter08
male	right	hazel	no	yes	sept	9	1988	232	69	2011	yes	15	walk	433	yes	yes	yes	yes	no	9	0	70	38000	yes	none	Ioudina	rear left	Winter08
female	left	brown	yes	yes	sept	16	1989	220	64	2011	yes	15	walk	360	yes	yes	no	yes	yes	11	0	80	2500	no	listening to music	Ioudina	front right	Winter08
female	right	brown	no	yes	oct	21	1989	219	64	2011	yes	15	walk	781	yes	yes	no	yes	yes	9	0	100	20000	no	Watching movies	Ioudina	front left	Winter08
female	right	blue	no	yes	april	3	1986	261	62	2008	no	25	car (by yourself)	500	yes	yes	no	yes	yes	8	0	90		yes	cooking	Ioudina	front right	Winter08
female	left	blue	no	yes	feb	21	1988	239	57	2010	yes	16	walk	437	yes	yes	no	yes	yes	6	0	90	35000	yes	Dance	Ioudina	front left	Winter08
female	right	green	no	yes	april	30	1989	225	64	2011	yes	17	walk	300	yes	no	no	yes	no	7	0	75	3000	yes	tennis	Ioudina	front right	Winter08
female	right	brown	yes	no	aug	8	1989	221	69.5	2011	yes	10	walk	600	yes	yes	yes	yes	yes	8	0	90	20000	yes	running	Ioudina	front right	Winter08
male	right	brown	no	no	nov	11	1988	230	67	2010	yes	15	walk	500	yes	no	no	yes	no	6	3	100		yes	statistics	Ioudina	rear left	Winter08
male	right	brown	no	no	dec	1	1989	217	70	2011	yes	20	walk	200	yes	no	no	yes	yes	8	0	95	30000	yes	football	Ioudina	rear right	Winter08
female	right	brown	no	yes	jan	13	1989	228	60	2011	yes	20	walk	110	yes	yes	no	yes	yes	10	0		2000	yes	traveling	Ioudina	front left	Winter08
male	right	brown	no	yes	dec	21	1988	229	70	2011	yes	15	walk	831	yes	no	no	yes	yes	8	0	109	55000	no	plaing the trumpet	Kreigler	rear left	Winter08
female	left	brown	no	yes	dec	21	1988	229	63	2011	yes	20	walk	400	yes	no	no	yes	yes	7	0	100	20000	yes	reading	Ioudina	rear right	Winter08
female	right	brown	no	yes	jan	31	1988	240	63	2010	yes	15	walk	300	yes	yes	no	yes	yes	4	2	20	40000	yes	working out	Ioudina	front right	Winter08
female	right	brown	yes	no	june	14	1988	235	64	2010	yes	11	walk	3	yes	yes	no	yes	no	6	0	70	30000	yes	running	Ioudina	rear left	Winter08
female	left	brown	no	yes	may	5	1987	248	64	2009	no	30	car (by yourself)	260	yes	no	no	yes	yes	6	6	100		no	none	Ioudina	rear left	Winter08
female	right	green	yes	no	june	29	1988	235	64	2010	yes	15	walk	199	yes	no	no	yes	yes	6	4	90	10000	yes	Reading	Kreigler	front left	Winter08
female	right	green	no	yes	jan	31	1989	228	72	2012	yes	20	walk	700	yes	no	no	yes	yes	6	0	30	20000	yes	Reading	Davis	front right	Winter08
female	right	green	yes	yes	mar	15	1988	238	60	2010	yes	16	walk	330	yes	yes	no	yes	yes	7.5	5	97	35000	yes	Dancing	Kreigler	front left	Winter08
female	right	brown	yes	yes	sept	1	1988	232	60	2010	yes	10	walk	450	yes	yes	no	yes	yes	6	0	0	40000	yes	watching movies	Davis	front left	Winter08
female	right	brown	yes	yes	dec	30	1987	241	65	2010	yes	10	walk	450	yes	yes	no	yes	yes	8	0	90	40000	yes	being with friends	Davis	front left	Winter08
male	right	brown	yes	yes	oct	23	1989	219	77	2011	yes	16	walk	597	yes	yes	no	yes	yes	8.5	0	87	27159	yes	Skiing	Kreigler	front right	Winter08
female	right	brown	yes	no	sept	5	1989	220	67	2011	yes	15	walk	500	yes	yes	yes	yes	yes	6	1	90	38000	yes	dancing	Kreigler	front right	Winter08
female	right	brown	yes	no	april	19	1987	249	61	2009	no	15	walk	530	yes	no	no	yes	yes	8	4	100	20000	yes	watching television	Davis	front left	Winter08
female	right	hazel	yes	yes	dec	10	1987	241	60	2010	yes	20	walk	700	yes	yes	no	yes	yes	5	0	85	25000	no	photography	Kreigler	front right	Winter08
female	right	brown	yes	no	oct	10	1988	231	62	2010	yes	20	walk	1000	yes	yes	no	yes	yes	7	0	85	30000	yes	singing.	Kreigler	rear right	Winter08
female	right	brown	yes	yes	feb	22	1988	239	61	2010	yes	15	walk	16	no	yes	no	yes	yes	8	0	50	20000	yes	playing guitar	Davis	front left	Winter08
male	right	brown	yes	no	july	2	1987	246	71	2009	no	10	walk	433	yes	yes	no	yes	yes	8	3	120	12000	yes	Snowboarding	Kreigler	front right	Winter08
female	right	brown	yes	yes	mar	10	1989	226	65	2011	yes	20	walk	246	yes	yes	no	yes	yes	6	0	100	40000	no	movies	Davis	rear left	Winter08
male	right	brown	no	no	dec	12	1988	229	72	2011	yes	15	walk	644	yes	yes	no	yes	yes	6	0	85	20000	no	Running	Kreigler	front right	Winter08
female	right	brown	yes	yes	june	6	1988	235	67	2010	yes	20	walk	500	yes	yes	no	yes	yes	6	4	85	30000	yes	swimming	Kreigler	front right	Winter08
male	right	brown	yes	yes	mar	24	1985	274	65	2009	no	35	car (by yourself)		yes	yes	no	yes	yes	6	0	110	30000	yes	jogging	Kreigler	front left	Winter08
male	left	green	yes	yes	oct	13	1987	243	72	2009	yes	20	walk	250	yes	yes	no	yes	yes	8	1	85	20000	yes	Basketball	Davis	front right	Winter08
female	right	green	no	no	oct	9	1987	243	70	2010	no	30	bus	642	yes	yes	no	yes	yes	8	0	140	20000	yes	swimming	Kreigler	front right	Winter08
male	right	blue	no	yes	sept	14	1989	220	79	2011	yes	15	walk	9	yes	yes	no	yes	yes	5	12	115	10000	no	Guitar	Kreigler	rear left	Winter08
female	right	brown	yes	no	oct	20	1988	231	66	2010	yes	20	walk	500	yes	yes	no	yes	yes	8	0	90	15000	yes	Reading	Kreigler	rear right	Winter08
male	right	brown	yes	no	feb	4	1988	239	68	2010	yes	20	walk	558	no	yes	no	yes	yes	6	0	70	16354	no	video games	Kreigler	front right	Winter08
female	right	brown	yes	yes	jan	23	1989	228	67	2011	yes	20	walk	600	yes	no	no	yes	yes	8	0	40	1000	yes	Reading	Kreigler	front right	Winter08
female	right	green	no	no	mar	22	1989	226	65	2011	yes	15	walk	325	yes	yes	no	yes	yes	6	0			no	soccer	Kreigler	rear right	Winter08
female	right	brown	yes	yes	june	30	1989	223	66	2011	yes	10	walk	600	yes	no	no	yes	yes	7	5	85	20000	yes	soccer	Kreigler	rear left	Winter08
male	right	green	no	yes	june	8	1989	223	72	2011	yes	13	walk	500	yes	no	no	yes	yes	8	0	90	40000	no	Football	Kreigler	front left	Winter08
female	right	green	yes	no	dec	1	1988	229	63	2010	no	40	car (by yourself)	250	yes	yes	no	yes	yes	7	1	85	10000	yes	drawing	Kreigler	front left	Winter08
female	right	brown	yes	yes	june	10	1988	235	59	2010	yes	20	walk	600	yes	no	no	yes	yes	4	0.5	100	24000	no	sleeping	Kreigler	front right	Winter08
male	right	brown	yes	yes	feb	17	1988	239	70	2010	yes	15	walk	555	yes	yes	no	yes	yes	6	1	109	30000	yes	Dance	Davis	rear left	Winter08
female	right	brown	yes	yes	mar	24	1988	238	58	2010	yes	15	walk	623	yes	yes	no	yes	yes	9	3	90	10000	no	Basketball	Kreigler	front right	Winter08
female	right	blue	no	yes	april	24	1989	225	67	2011	yes	25	walk	240	yes	yes	no	yes	yes	7	2	100	45000	no	shopping	Kreigler	rear left	Winter08
female	right	brown	yes	yes	feb	24	1988	239	69	2010	no	10	walk	300	yes	no	no	yes	yes	6	15	85	10000	no	dancing	Kreigler	front right	Winter08
female	right	blue	yes	no	sept	25	1988	232	65	2010	no	10	walk	330	no	yes	no	yes	yes	7	12	105	10000	yes	tennis	Kreigler	front right	Winter08
male	right	brown	no	yes	feb	10	1989	227	74	2010	yes	20	walk	500	yes	yes	no	yes	yes	7	0	98	30000	yes	Playing the guitar	Kreigler	front right	Winter08
female	right	brown	yes	yes	nov	15	1988	230	67	2010	no	15	walk	628	yes	yes	yes	yes	yes	6	0	95	2000	no	watching korea dramas	Kreigler	front left	Winter08
female	right	brown	yes	yes	feb	21	1989	227	63	2011	yes	15	walk	640	yes	yes	no	yes	yes	7	0	70	4000	yes	photography	Davis	front right	Winter08
female	right	brown	yes	yes	aug	18	1989	221	68	2011	yes	15	walk	500	yes	yes	no	yes	yes	6	0	70	30000	yes	being with friends	Kreigler	front right	Winter08
female	right	hazel	no	yes	feb	28	1989	227	68	2011	yes	10	walk	270	yes	no	no	yes	yes	5	0	90	20000	no	music	Davis	front right	Winter08
female	right	brown	yes	yes	mar	4	1987	250	63	2009	no	15	carpool	154	yes	yes	no	yes	yes	9	9	92	24000	yes	snowboard	Kreigler	rear right	Winter08
female	right	brown	yes	no	may	1	1987	248	62	2009	yes	13	walk	954	no	yes	no	yes	yes	6	0	98	26000	yes	film and theatre	Davis	front right	Winter08
male	right	brown	yes	no	oct	11	1984	279	69	2009	no	90	car (by yourself)	550	no	yes	no	yes	no	6	0	75	25000	yes	music	Davis	front right	Winter08
female	right	brown	yes	yes	july	2	1988	234	64	2010	yes	10	walk	200	yes	yes	no	yes	yes	5	0	80	30000	no	listening to music	Davis	front left	Winter08
male	right	brown	yes	yes	dec	26	1987	241	68	2010	yes	20	walk	4000	yes	yes	no	yes	yes	8	0	100	25000	no	Movies	Kreigler	rear right	Winter08
female	right	brown	yes	yes	april	10	1988	237	62.5	2010	yes	15	walk	1000	yes	yes	no	yes	no	6	2	85	10000	yes	sleep	Davis	rear left	Winter08
female	right	brown	no	yes	may	26	1989	224	63	2011	yes	5	walk	527	yes	no	no	yes	yes	5	0	80	40000	no	soccer	Davis	front right	Winter08
male	right	brown	yes	yes	nov	20	1988	230	69	2011	yes	15	walk	619	yes	yes	no	yes	yes	8	0	100	30000	no	tennis	Kreigler	front left	Winter08
female	right	brown	yes	yes	june	21	1988	235	60	2010	yes	25	walk	350	yes	yes	no	yes	yes	6	9	100	60000	no	soccer	Davis	rear right	Winter08
female	right	brown	no	yes	oct	15	1986	255	63	2008	no	20	walk	350	yes	no	no	yes	yes	4	18	15	15000	yes	Sex	Davis	front left	Winter08
female	right	brown	yes	no	feb	22	1989	227	62	2011	yes	13	walk	580	yes	no	yes	yes	yes	6.5	6	90	17000	yes	flute	Kreigler	front left	Winter08
female	right	brown	yes	yes	july	3	1988	234	62	2010	yes	15	walk	350	yes	yes	yes	yes	yes	5	0	60	20000	yes	Swimming	Davis	front left	Winter08
male	right	brown	yes	no	sept	12	1989	220	68	2011	yes	15	walk	450	yes	yes	no	yes	yes	7	0	95	15000	no	basketball	Davis	front right	Winter08
female	right	brown	yes	yes	feb	7	1989	227	68	2010	yes	13	walk	611	yes	yes	yes	yes	yes	4	18	103	23045	no	volleyball	Davis	front right	Winter08
female	right	brown	yes	no	nov	7	1988	230	65	2010	yes	15	walk	600	yes	yes	no	yes	yes	1	0	65	20000	yes	swimming	Davis	front left	Winter08
female	right	brown	no	yes	june	21	1985	271	67	2009	no	80	bus	400	yes	yes	no	yes	no	7	0	75	7300	yes	basketball	Davis	rear right	Winter08
female	right	brown	no	yes	aug	27	1988	233	61	2010	yes	15	walk	200	yes	no	no	yes	yes	7	0	75	20000	no	tennis	Davis	rear left	Winter08
female	right	brown	yes	yes	may	25	1988	236	63.5	2010	yes	15	walk	400	yes	yes	no	yes	yes	7	0	90	20000	yes	Tennis	Davis	front left	Winter08
female	right	brown	yes	yes	dec	23	1987	241	62.5	2009	no	15	walk	1000	yes	yes	no	yes	yes	6.5	0	95	20000	yes	dancing	Davis	rear left	Winter08
female	right	hazel	no	yes	dec	1	1989	217	64	2011	yes	20	walk	400	yes	yes	no	yes	yes	7	1	80	20000	no	tv	Davis	front right	Winter08
female	right	brown	yes	yes	mar	9	1988	238	61	2010	yes	15	walk	360	yes	yes	no	yes	yes	5	0	90	10000	yes	scrapbooking	Davis	rear right	Winter08
female	right	green	no	yes	oct	19	1987	243	65	2010	yes	20	walk	325	yes	yes	no	yes	yes	6	8	108	18000	no	soccer	Davis	front right	Winter08
female	right	brown	yes	no	sept	2	1988	232	64	2011	yes	20	walk	120	yes	yes	no	yes	yes	7	0	80	50000	yes	skiiing	Davis	front right	Winter08
female	right	brown	no	yes	jan	2	1987	252	62	2009	no	25	walk	500	yes	yes	no	yes	yes	3	0	110	40000	yes	tennis	Davis	front right	Winter08
female	right	green	yes	no	sept	20	1988	232	63	2010	yes	20	walk	1100	yes	no	no	yes	yes	6	0	75	3000	yes	Archery	Davis	rear right	Winter08
female	right	blue	no	no	aug	18	1986	257	66	2009	no	20	walk	560	yes	yes	no	yes	yes	6	7	100	20000	yes	horseback riding	Davis	front right	Winter08
female	right	brown	yes	yes	jan	21	1990	216	60	2011	yes	20	walk	486	yes	yes	no	yes	yes	7	0	100	42000	yes	tennis	Davis	front left	Winter08
male	right	brown	no	yes	june	4	1989	223	70	2011	yes	10	walk	300	yes	yes	no	yes	yes	6	0	75	30000	yes	running	Davis	front left	Winter08
female	right	green	no	yes	may	25	1988	236	67	2010	no	25	walk	400	yes	no	no	yes	no	7	0	90	30000	yes	none	Davis	front right	Winter08
male	right	blue	yes	yes	nov	13	1988	230	74	2011	yes	20	walk	600	yes	yes	no	yes	yes	8	0	90	20000	yes	Kendo	Davis	front left	Winter08
female	right	brown	yes	yes	may	13	1989	224	66	2011	yes	15	walk	850	yes	yes	no	yes	yes	7	2	60	20000	yes	shopping	Davis	rear left	Winter08
female	right	brown	yes	no	nov	19	1985	266	68	2008	no	90	car (by yourself)	130	no	no	no	yes	yes	5	0	102	30000	no	reading	Davis	front right	Winter08
male	right	green	no	yes	nov	11	1987	242	73	2010	no	8	bicycle	776	yes	yes	no	yes	yes	6	5	98	45000	yes	writing	Davis	front right	Winter08
female	right	brown	yes	no	april	17	1987	249	62	2009	no	15	carpool	792	yes	yes	yes	yes	yes	7	0	102	16000	no	watching movies	Davis	front right	Winter08
female	right	blue	yes	yes	oct	16	1988	231	52	2010	no	20	walk	147	yes	yes	no	yes	yes	7	3	70	15000	yes	Dance	Davis	front left	Winter08
female	right	brown	yes	yes	nov	8	1988	230	63	2010	yes	20	walk	1000	yes	yes	yes	yes	yes	3	0	80	15000	no	drawing	Davis	front left	Winter08
female	right	brown	yes	yes	sept	20	1989	220	66	2011	yes	25	walk	605	yes	no	yes	yes	yes	5	0	100	30000	yes	working out	Davis	front right	Winter08
female	right	brown	yes	yes	oct	7	1988	231	63	2010	yes	15	walk	210	yes	yes	no	yes	yes	7	0	0	30000	yes	listening to music	Davis	front left	Winter08
female	right	brown	no	no	jan	19	1987	252	63	2009	no	20	walk	800	yes	yes	no	yes	yes	4	0	115	20000	no	Swim	Davis	rear left	Winter08
female	right	brown	yes	yes	july	18	1986	258	56	2008	no	20	walk	113	yes	yes	no	yes	no	5	0	80	30000	no	sleep	Davis	front right	Winter08
female	right	blue	no	yes	april	4	1989	225	66	2011	yes	25	walk	417	yes	no	no	yes	yes	10	6	115	25000	yes	tennis	Kreigler	front right	Winter08
female	right	brown	yes	yes	sept	11	1988	232	65	2010	yes	15	walk	350	yes	yes	no	yes	yes	6	0	65	10000	yes	tennis	Davis	rear right	Winter08
female	left	brown	yes	yes	june	6	1988	235	63	2010	yes	20	walk	1000	yes	no	no	yes	yes	6	0	80	20000	yes	reading	Davis	rear right	Winter08
male	right	brown	no	yes	dec	25	1987	241	66	2010	yes	15	motorcycle	150	yes	yes	no	yes	yes	6	0	45	5000	yes	writing	Kreigler	rear left	Winter08
female	right	brown	no	no	mar	17	1986	262	63	2008	no	25	walk	800	yes	no	no	yes	yes	6	0	100	20000	no	singing	Davis	rear right	Winter08
female	right	brown	yes	yes	april	20	1988	237	62	2010	yes	15	walk	550	yes	no	no	yes	yes	7	1	75	25000	yes	reading	Davis	rear right	Winter08
male	right	brown	yes	yes	aug	2	1989	221	66	2011	yes	15	walk	523	yes	yes	yes	yes	yes	7	7	125	10000	yes	video games	Davis	rear right	Winter08
male	right	hazel	yes	yes	dec	17	1988	229	72	2011	yes	15	walk	950	yes	yes	no	yes	yes	8	0	125	20000	no	tennis	Davis	front right	Winter08
female	right	brown	yes	no	june	6	1988	235		2010	yes	20	walk	425	no	no	no	yes	yes	7	0	90	10000	yes	watching tv	Davis	front right	Winter08
female	right	brown	yes	no	july	28	1985	270	67	2008	no	8	car (by yourself)	175	yes	yes	no	yes	yes	7	2	109	12000	yes	rugby	Davis	rear left	Winter08
female	right	blue	no	yes	oct	3	1988	231	69	2010	yes	20	walk	400	yes	yes	no	yes	yes	7	5	90	15000	yes	shopping	Davis	rear left	Winter08
male	right	brown	no	yes	feb	3	1989	227	69	2011	yes	15	walk	45	yes	no	no	yes	yes	7	2	110	20000	no	Playing basketball	Kreigler	front right	Winter08
female	right	brown	yes	yes	dec	14	1988	229		2011	yes	20	walk	650	yes	yes	no	yes	yes	8	0	80	7000	yes	eating	Kreigler	rear left	Winter08
female	right	blue	yes	yes	mar	20	1986	262	68	2009	no	20	walk	150	no	no	no	yes	yes	7	6	110	24000	yes	dancing	Kreigler	front right	Winter08
male	right	brown	no	yes	nov	11	1987	242	69	2010	yes	15	walk	437	yes	yes	yes	yes	no	9	5	100	35000	yes	spearfishing	Kreigler	front right	Winter08
female	right	brown	no	yes	dec	22	1987	241	68	2010	yes	10	walk	174	yes	no	no	yes	yes	8	10	100	30000	yes	Reading	Kreigler	front right	Winter08
male	right	brown	no	no	june	15	1988	235	71	2010	yes	15	walk	190	yes	yes	no	yes	yes	7	0	110	12387	yes	Sports	Kreigler	rear right	Winter08
male	right	blue	no	yes	oct	14	1986	255	75	2010	no	20	walk	350	yes	no	no	yes	yes	9	0	95	25000	yes	golf	Kreigler	front left	Winter08
female	right	blue	yes	yes	aug	26	1988	233	65	2011	yes	4	walk	350	yes	yes	yes	yes	yes	6	35	125	2000	no	hiking	Kreigler	rear right	Winter08
male	right	green	yes	no	june	2	1988	235	73	2010	yes	15	walk	727	yes	yes	yes	yes	yes	7	0	100	33000	yes	soccer	Kreigler	front right	Winter08
female	right	brown	no	yes	mar	20	1989	226	68	2011	yes	10	walk	225	yes	yes	no	yes	yes	7	10	85	40000	yes	tennis	Kreigler	rear left	Winter08
female	right	brown	yes	yes	aug	18	1989	221	62	2011	yes	14	walk	280	yes	no	no	yes	yes	7	2	70	25000	yes	singing	Kreigler	front right	Winter08
female	right	blue	no	yes	jan	25	1988	240	65	2010	no	10	walk	300	yes	yes	no	yes	yes	7	10	95	30000	yes	traveling	Kreigler	front right	Winter08
female	right	brown	yes	yes	dec	22	1987	241	68	2010	yes	10	walk	174	yes	no	no	yes	yes	8	10	100	20000	yes	Reading	Kreigler	front right	Winter08
female	right	hazel	no	yes	april	13	1987	249	57	2009	no	5	other	250	yes	no	no	yes	yes	9	0	90	4000	yes	traveling	Kreigler	rear left	Winter08
male	right	brown	yes	yes	aug	26	1988	233	69		no	10	walk	500	yes	yes	yes	yes	no	7	0	90	23000	no	none	Kreigler	front left	Winter08
