gender	hand	eyecolor	glasses	california	birthmonth	birthday	birthyear	ageinmonths	height	graduate	oncampus	time	walk	hsclass	HSCA	calculus	AP	cell	ipod	sleep	alcohol	speed	UCLA	book	relax	instructor	tire	Quarter
female	right	hazel	no	yes	dec	5	1986	261	69	2009	no	30	walk	350	yes	yes	no	yes	yes	7	10	100	20000	yes	going to concerts	Ioudina	rear left	Fall08
female	right	blue	no	yes	jan	13	1989	236	65	2011	yes	20	walk	300	yes	yes	no	yes	yes	8.5	0	90	26000	yes	swimming	Ioudina	rear left	Fall08
male	right	green	yes	yes	aug	25	1988	241	73	2011	yes	15	walk	545	yes	yes	yes	yes	no	9	0	90	30000	yes	Biking	Ioudina	front right	Fall08
male	right	brown	yes	no	jan	3	1989	236	69	2011	yes	20	walk	507	yes	yes	no	yes	yes	4.5	0	110	16938	no	Playing Basketball	Davis	front right	Fall08
male	right	brown	no	yes	july	27	1988	242	70	2010	no	20	walk	500	yes	yes	no	yes	yes	6	0	120	20000	no	Watching	Davis	front left	Fall08
female	right	blue	yes	yes	aug	29	1989	229	64	2011	yes	11	walk	717	yes	no	no	yes	yes	5.5	15	105	25000	yes	Reading	Ioudina	rear right	Fall08
male	left	brown	yes	yes	jan	4	1989	236	60	2011	yes	30	walk	202	yes	yes	yes	yes	yes	5	0	70	10000	yes		Esfandiari	front left	Fall08
male	right	brown	yes	no	june	24	1987	255	72	2010	yes	15	walk	1000	no	yes	no	yes	no	5	0	85	10000	yes	basketball, puzzles	Ioudina	front right	Fall08
male	right	brown	no	yes	july	10	1989	230	70	2011	yes	15	walk	580	yes	yes	yes	yes	yes	6.5	4	95	20000	no	Cooking	Ioudina	front right	Fall08
female	right	brown	yes	yes	june	23	1988	243	63	2010	no	15	walk	1049	yes	yes	no	yes	yes	7.5	0	65	10000	no	drawing	Ioudina	front right	Fall08
female	ambidextrous	blue	no	yes	nov	5	1987	250	71	2010	no	20	walk	340	yes	yes	no	yes	yes	6	10	100	17000	yes	crafting	Ioudina	rear right	Fall08
female	right	green	no	yes	april	4	1988	245	62	2010	no	12	bicycle	310	yes	yes	no	yes	yes	7	0	110	7000	yes	reading	Ioudina	front left	Fall08
male	right	brown	no	no	oct	31	1989	227	71	2010	no	120	car (by yourself)	515	yes	no	no	yes	no	3	0	100	35000	yes	debating	Gould	front right	Fall08
female	right	brown	no	yes	jan	3	1989	236	67	2011	yes	10	walk	194	yes	no	no	yes	yes	9	6	95	5000	yes	shopping	Ioudina	rear left	Fall08
female	right	hazel	yes	yes	mar	13	1989	234	65	2011	yes	13	walk	550	yes	yes	no	yes	yes	7	0	90	25000	yes	reading	Ioudina	front left	Fall08
female	right	brown	yes	no	april	18	1988	245	63	2011	yes	20	walk	90	yes	yes	no	yes	yes	4	0	96	50000	yes	Reading	Ioudina	front right	Fall08
female	right	brown	yes	no	april	18	1988	245	63	2011	yes	20	walk	90	yes	yes	no	yes	yes	4	0	96	50000	yes	Reading	Ioudina	front right	Fall08
female	right	brown	yes	yes	feb	5	1989	235	65	2011	yes	20	walk	500	yes	yes	no	yes	yes	7	2	100	39000	yes	reading	Ioudina	front right	Fall08
female	right	brown	no	yes	feb	28	1987	259	68	2009	no	70	bus	350	yes	no	no	yes	yes	7	3	90	12000	no	dancing	Ioudina	front right	Fall08
male	right	brown	no	yes	jan	8	1990	224	73.5	2012	yes	15	walk	200	yes	yes	no	yes	yes	6	2	100	20000	yes	Playing cello	Ioudina	front right	Fall08
male	right	brown	no	yes	sept	16	1989	228	70	2011	yes	20	walk	200	yes	yes	yes	yes	yes	7	0	90	5000	no	guitar	Ioudina	front left	Fall08
female	right	brown	yes	yes	oct	15	1989	227	61	2011	yes	15	walk	500	yes	yes	no	yes	yes	6	0	60		yes	crafts	Ioudina	front right	Fall08
female	left	brown	yes	no	dec	5	1988	237	64	2011	no	7	walk	375	yes	yes	no	yes	yes	5	5	98	20000	yes	reading	Ioudina	front left	Fall08
male	right	brown	yes	yes	june	23	1990	219	69	2012	yes	20	walk	250	yes	yes	no	yes	yes	8	20	140	20000	no	none.	Ioudina	front right	Fall08
male	right	hazel	no	yes	mar	29	1989	234	70	2011	no	12	skateboard	179	yes	yes	yes	yes	yes	5	0	90	30000	no	Taekwondo	Ioudina	rear left	Fall08
male	right	brown	yes	yes	may	6	1989	232	69	2011	yes	15	walk	700	yes	yes	yes	yes	yes	8	0	90	30000	yes	tennis	Ioudina	front right	Fall08
male	right	brown	yes	yes	may	6	1989	232	69	2011	yes	15	walk	700	yes	yes	yes	yes	yes	8	0	90	30000	yes	tennis	Ioudina	front right	Fall08
male	right	green	yes	yes	jan	17	1989	236	73	2011	no	15	walk	380	yes	yes	no	yes	yes	6	15	120	30000	no	roller hockey	Ioudina	front right	Fall08
male	right	brown	yes	no	june	24	1987	255	72	2010	no	15	walk	1000	no	yes	no	yes	no	6	0	85	12000	yes	basketball	Ioudina	front right	Fall08
female	right	brown	yes	yes	dec	20	1988	238	66	2010	yes	17	walk	960	yes	yes	yes	yes	yes	8	0	75	20000	no	bowling	Ioudina	front left	Fall08
male	right	blue	no	yes	oct	30	1987	251	72		no	20	walk	300	yes	yes	no	yes	no	7	3	110	20000	yes	reading	Ioudina	rear left	Fall08
female	right	brown	yes	yes	april	30	1989	233	64	2011	yes	20	walk	600	yes	no	no	yes	yes	8	0	85	40000	no	none	Ioudina	rear right	Fall08
female	right	brown	yes	yes	april	30	1989	233	64	2011	yes	20	walk	600	yes	no	no	yes	yes	8	0	85	40000	no	none	Ioudina	rear right	Fall08
male	ambidextrous	hazel	no	yes	oct	11	1988	240	68.5	2011	yes	13	other	368	yes	yes	no	yes	no	8	3.5	96	20000	yes	singing	Ioudina	front right	Fall08
female	right	brown	yes	yes	july	8	1989	230	64	2011	no	20	carpool	398	yes	yes	no	yes	yes	6	0	80	5000	yes	writing	Ioudina	front left	Fall08
male	right	brown	no	yes	oct	21	1988	239	71	2010	no	20	bus	400	yes	yes	no	yes	yes	7	0	120	10000	no	basketball	Ioudina	front right	Fall08
male	right	brown	yes	yes	mar	25	1989	234	68	2011	yes	17	walk	200	yes	yes	no	yes	yes	8	0	85	30000	no	videogames	Davis	rear right	Fall08
female	right	brown	no	yes	mar	8	1989	234	65	2011	yes	15	walk	600	yes	yes	no	yes	yes	7	0	40	40000	yes	Bible study	Davis	front right	Fall08
female	right	brown	no	yes	july	4	1989	230	64	2011	yes	17	walk	48	yes	yes	no	yes	yes	5	0	118	70000	yes	Dance	Ioudina	rear right	Fall08
female	right	brown	yes	yes	feb	2	1989	235	64	2011	no	15	walk	678	yes	no	no	yes	yes	6.5	0	128	25000	yes	dance	Ioudina	front left	Fall08
male	right	blue	no	yes	sept	28	1986	264	75	2009	no	15	walk	250	yes	yes	no	yes	yes	9	5	185	42000	yes	Surfing, skimboarding, partying.	Ioudina	rear left	Fall08
female	right	brown	yes	no	april	18	1989	233	62	2011	yes	23	walk	227	no	yes	no	yes	yes	4	0	80	25000	yes	socializing.	Ioudina	front right	Fall08
female	right	brown	no	no	aug	8	1988	241	65	2010	no	12	walk	165	yes	yes	no	yes	yes	4	1	105	25000	no	dancing	Ioudina	front right	Fall08
female	right	hazel	no	yes	sept	9	1988	240	70	2011	yes	20	walk	120	yes	yes	yes	yes	yes	7	2	90	20000	yes	watching baseball	Ioudina	rear left	Fall08
male	right	brown	no	yes	oct	7	1989	228	65	2011	no	20	walk	300	yes	yes	no	yes	no	10	0	110	3000	no	tennis	Ioudina	front left	Fall08
female	right	brown	no	yes	june	12	1989	231	64	2011	yes	10	walk	500	yes	yes	no	yes	no	10	0	85	3000	no	listening to music	Ioudina	front right	Fall08
female	right	brown	yes	no	aug	26	1989	229	65	2011	yes	30	walk	156	no	yes	no	yes	yes	7	4	70	10000	no	watching movies	Ioudina	rear right	Fall08
female	right	brown	no	yes	oct	17	1988	239	65	2010	yes	15	motorcycle	260	yes	yes	no	yes	yes	7.5	1	110	10000	yes	Collecting shot glasses	Ioudina	front right	Fall08
male	right	brown	no	yes	aug	4	1989	241	70	2011	yes	13	walk	270	yes	yes	no	yes	yes	7	5	120	25000	no	Basketball	Ioudina	front right	Fall08
female	right	brown	no	yes	april	8	1987	257	62	2009	no	20	walk	230	yes	yes	no	yes	yes	7	5	65	35000	no	dance	Ioudina	rear right	Fall08
male	left	brown	no	no	jan	1	1987	256	52		no	30	skateboard	4000	yes	no	no	no	no	2	0	40	100000	yes	SKYDIVING	Davis	rear left	Spring08
female	right	blue	no	yes	may	1	1987	251	60	2009	no	20	walk	100	yes	yes	no	yes	yes	7	0	90	300000	yes	Writing Poetry	Davis	front right	Spring08
female	right	brown	yes	yes	mar	1	1987	253	66	2009	yes	15	walk	900	yes	yes	no	yes	yes	7	0	90	50000	no	movies, being with family and friends	Davis	front right	Spring08
female	right	brown	yes	no	aug	16	1988	236	64	2010	yes	20	walk	500	yes	yes	no	yes	yes	4	5	90	50000	yes	Snowboarding	Davis	front right	Spring08
female	right	brown	no	yes	june	8	1987	250	68	2009	no	40	car (by yourself)	780	yes	no	no	yes	yes	6	1	100	40000	yes	Hiking	Davis	front right	Spring08
male	right	hazel	yes	yes	nov	22	1987	244	73	2009	no	20	walk	500	yes	no	no	yes	yes	4	2	105	39000	yes	weightlifting	Davis	front left	Spring08
female	right	brown	no	yes	july	4	1988	237	65	2010	yes	20	walk	200	yes	no	no	yes	yes	6	0		35000	yes	sewing	Davis	front right	Spring08
male	right	blue	yes	yes	may	4	1988	239	70	2010	yes	15	walk	515	yes	yes	no	yes	no	4	0	85	35000	yes	following current events	Davis	front left	Spring08
female	right	brown	yes	yes	nov	7	1988	233	60	2010	no	25	bus	500	yes	yes	no	yes	yes	7	0	90	35000	yes	Making cards	Davis	front right	Spring08
female	right	brown	no	yes	july	27	1988	210	59	2010	yes	22	walk	200	yes	yes	no	yes	yes	6	0	30	30000	yes	swimming	Davis	front right	Spring08
female	right	brown	no	yes	feb	12	1987	254	67	2009	no	20	bus	1500	yes	yes	no	yes	yes	4.5	0	70	30000	yes	piano	Davis	rear right	Spring08
female	right	brown	yes	yes	july	22	1988	237	63	2010	yes	20	walk	500	yes	yes	no	yes	yes	6	0	80	30000	yes	none	Davis	front right	Spring08
female	right	brown	yes	yes	feb	11	1988	242	60.5	2010	yes	15	walk	300	yes	no	no	yes	yes	5.5	0	80	30000	no	dance	Davis	rear right	Spring08
male	right	blue	no	yes	jan	22	1988	242	67	2010	yes	14	walk	500	yes	yes	no	yes	yes	6	2	80	30000	yes	watching television	Davis	front right	Spring08
female	right	hazel	yes	yes	may	16	1988	239	66	2010	no	10	walk	780	yes	yes	no	yes	yes	6	0	90	30000	yes	reading	Davis	front left	Spring08
male	right	brown	yes	no	april	4	1987	252	68	2009	no	20	walk	250	yes	yes	yes	yes	yes	7	0	100	30000	no	basketball	Davis	front left	Spring08
female	right	brown	yes	yes	oct	13	1987	246	64	2009	no	7	walk	538	yes	yes	no	yes	yes	5	1	100	30000	yes	shopping	Davis	front right	Spring08
female	right	green	yes	yes	dec	17	1987	244	65	2010	yes	10	walk	500	yes	yes	no	yes	yes	6	4	100	30000	yes	volleyball	Davis	front left	Spring08
male	left	brown	yes	yes	oct	13	1987	240	71	2009	no	20	walk	500	yes	yes	no	yes	no	7	0	110	30000	yes	Snowboarding	Davis	rear left	Spring08
male	right	brown	yes	yes	aug	11	1986	253	67	2008	no	18	walk	500	yes	yes	yes	yes	yes	6	0	90	25000	yes	Guitar	Davis	front left	Spring08
female	right	brown	yes	yes	june	28	1988	231	62	2010	yes	17	walk	450	yes	yes	no	yes	yes	6	1	60	24000	no	concerts	Davis	front right	Spring08
female	right	brown	yes	yes	jan	29	1987	248	59	2009	no	50	bus	510	yes	yes	no	yes	yes	5	0	80	24000	no	none	Davis	front right	Spring08
female	right	brown	yes	yes	mar	22	1988	234	60	2009	no	25	walk	500	yes	yes	no	yes	yes	7	0	85	24000	yes	watching anime	Davis	front right	Spring08
female	left	hazel	no	yes	dec	31	1987	237	69	2010	yes	8	walk	50	yes	yes	no	yes	yes	7	0	85	20359	yes	Softball	Davis	front left	Spring08
female	right	hazel	yes	yes	nov	22	1988	226	67	2010	no	15	walk	697	yes	yes	no	yes	no	6	0	80	20000	yes	Dancing	Davis	front right	Spring08
female	right	green	yes	yes	dec	9	1987	235	62	2010	yes	15	walk	402	yes	yes	no	yes	yes	7	0	85	20000	yes	writing	Davis	front left	Spring08
female	right	brown	yes	yes	jan	12	1988	236	64	2010	yes	20	walk	800	yes	yes	no	yes	yes	8	0	90	20000	yes	reading	Davis	rear left	Spring08
female	right	hazel	no	yes	june	20	1988	231	64	2010	yes	20	walk	285	yes	yes	no	yes	yes	6	0	90	20000	yes	Backpacking	Davis	rear right	Spring08
female	right	green	yes	no	july	16	1988	230	71	2010	yes	15	walk	500	yes	yes	no	yes	yes	5.5	0	90	20000	yes	Singing	Davis	rear right	Spring08
male	right	brown	yes	yes	aug	30	1985	265	68	2008	no	50	bus	550	yes	yes	no	yes	yes	8	2	90	20000	yes	reading	Davis	front right	Spring08
female	right	brown	yes	yes	july	2	1988	230	66	2010	yes	12	walk	500	yes	yes	yes	yes	yes	6	0	95	20000	yes	youtube	Davis	rear left	Spring08
male	right	other	yes	yes	feb	9	1987	247	71	2009	no	20	walk	600	yes	yes	yes	yes	yes	5	2	110	20000	yes	shopping	Davis	front right	Spring08
female	right	brown	yes	yes	mar	8	1988	228	65	2010	yes	15	walk	200	yes	yes	yes	yes	yes	7	0	75	15000	yes	playing sports	Davis	front left	Spring08
male	right	brown	yes	yes	sept	8	1988	228	74	2011	yes	23	walk	116	no	yes	no	yes	yes	7.5	0	85	15000	yes	track and field	Davis	front left	Spring08
male	right	brown	no	yes	aug	10	1987	240	69	2009	no	20	walk	750	yes	no	no	yes	yes	6	0	85	15000	yes	golf	Davis	rear right	Spring08
female	right	brown	yes	no	july	8	1987	242	57	2009	no	22	carpool	986	no	yes	no	yes	yes	8	0	85	15000	yes	running track and swimming	Davis	rear right	Spring08
female	right	brown	yes	no	mar	27	1988	228	65	2010	yes	65	bus	2800	yes	yes	no	yes	yes	6	0	90	15000	yes	Fencing	Davis	front left	Spring08
male	right	brown	yes	yes	oct	30	1988	224	70	2010	yes	20	walk	500	yes	yes	no	yes	yes	9	0.5	98	15000	yes	Rock Climbing	Davis	front right	Spring08
male	right	brown	yes	yes	jan	1	1987	249	71	2009	no	30	bus	400	yes	yes	no	yes	yes	6	4	100	15000	yes	sports	Davis	front left	Spring08
female	right	brown	yes	yes	june	30	1988	230	67	2006	yes	23	walk	800	yes	yes	yes	yes	yes	6.5	6	108	15000	yes	Listening to music	Davis	front right	Spring08
male	right	brown	no	no	jan	26	1988	242	68	2010	no	90	carpool	860	yes	no	no	yes	yes	5	0	0	12000	yes	listening to Ipod	Davis	front right	Spring08
male	right	brown	yes	yes	mar		1987	246	70	2009	yes	15	walk	540	yes	yes	no	yes	yes	6	4	60	10000	yes	Running	Davis	rear left	Spring08
female	right	hazel	yes	yes	feb	14	1986	261	66	2004	no	20	walk	1200	yes	yes	no	yes	yes	7	0	80	10000	yes	horseback ridding	Davis	front left	Spring08
female	right	brown	yes	yes	dec	3	1987	244	65	2010	no	65	car (by yourself)	950	yes	yes	no	yes	yes	7	0	80	10000	yes	Volleyball	Davis	front right	Spring08
male	right	green	yes	yes	mar	18	1988	234	68	2010	yes	15	walk	500	yes	yes	no	yes	yes	6	0	85	10000	yes	Baseball	Davis	front right	Spring08
male	left	brown	no	yes	april	14	1988	237	65	2010	no	25	car (by yourself)	250	yes	no	no	yes	no	7	0	90	10000	no	basketball	Davis	rear right	Spring08
male	right	brown	yes	yes	sept	8	1988	228	74	2011	yes	15	walk	116	no	yes	no	yes	yes	8	0	105	10000	yes	track and field	Davis	front left	Spring08
male	right	brown	yes	yes	sept	23	1986	259	74	2008	no	18	walk	860	yes	yes	yes	yes	yes	4	8	110	10000	yes	Basketball	Davis	front right	Spring08
male	right	brown	yes	yes	feb	23	1986	261	70	2008	no	9	bus	158	yes	yes	no	yes	yes	4	3	120	10000	yes	Cello	Davis	rear left	Spring08
female	right	brown	yes	yes	dec	27	1987	237	63	2010	yes	15	walk	500	yes	yes	no	yes	yes	6.5	0	95	7000	yes	tennis	Davis	rear left	Spring08
female	right	brown	yes	yes	may	10	1988	232	64	2010	yes	15	walk	650	yes	yes	yes	yes	yes	7	0	80	6500	yes	basketball	Davis	rear left	Spring08
female	right	brown	yes	no	may	29	1987	244	63	2009	yes	15	walk	605	yes	yes	no	yes	yes	6	0	75	6000	no	palying baseball	Davis	rear right	Spring08
female	right	brown	yes	yes	feb	12	1988	242	64	2010	yes	13	walk	700	yes	yes	no	yes	yes	7.5	0	100	5500	no	Photography	Davis	rear left	Spring08
female	right	brown	yes	yes	oct	22	1988	227	63	2010	no	20	car (by yourself)	840	yes	yes	no	yes	yes	8	1	100	5000	yes	sailing	Davis	front left	Spring08
male	right	brown	yes	yes	jan	13	1986	260	75	2008	yes	10	walk	58	yes	no	no	yes	yes	7	30	120	4000	yes	halo 3	Davis	front right	Spring08
female	right	brown	yes	yes	jan	28	1988	236	60	2010	yes	10	walk	500	yes	yes	no	yes	yes	6.5	0	80	3000	yes	reading	Davis	front left	Spring08
female	right	blue	no	no	feb	9	1988	228	67	2010	yes	15	walk	600	yes	yes	no	yes	yes	5	0	100	3000	yes	running	Davis	rear right	Spring08
female	right	brown	yes	yes	may	17	1986	256	62	2008	no	10	walk	450	yes	yes	no	yes	yes	6	1	100		no		Davis	rear left	Spring08
female	right	green	yes	yes	feb	4	1988	235	65.5	2010	yes	20	walk	350	yes	yes	no	yes	yes	7	12	90	40000	yes	Theater	Davis	rear right	Spring08
female	right	brown	no	yes	dec	4	1989	204	67	2011	yes	5	walk	500	yes	yes	no	yes	yes	9	0	70	30000	yes	none	Davis	front right	Spring08
female	right	brown	no	yes	dec	27	1983	285	61	2008	no	120	bus	2000	yes	no	no	yes	yes	7	0	70	30000	no	listening to music	Davis	front right	Spring08
male	right	blue	no	yes	jan	22	1988	236	67	2010	yes	14	walk	500	yes	yes	no	yes	yes	6	1	80	30000	yes	watching television	Davis	front right	Spring08
female	right	brown	yes	yes	feb	6	1989	230	66	2011	yes	15	walk	500	yes	no	no	yes	yes	10	0	60	25000	no	water polo	Davis	front left	Spring08
female	right	brown	yes	yes	feb	2	1988	235	68	2010	no	7	walk	20	yes	yes	no	yes	yes	8	0	100	25000	yes	painting	Davis	rear right	Spring08
female	right	brown	no	yes	mar	1	1988	216	66	2010	yes	10	walk	94	yes	yes	yes	yes	yes	7	4	95	20000	yes	sailing	Davis	front right	Spring08
male	right	brown	no	yes	april	22	1988	233	68	2010	yes	20	walk	595	yes	yes	no	yes	no	6	2	100	12468	no	Dancing	Davis	front right	Spring08
female	right	brown	no	no	jan	8	1987	249	63	2009	no	15	walk	450	yes	yes	no	yes	yes	4	0	80	10000	yes	piano	Davis	front left	Spring08
female	right	brown	yes	yes	oct	7	1988	227	62	2010	yes	15	walk	700	yes	no	no	yes	yes	5	1	95	35000	yes	Horseback Riding	Esfandiari	front right	Spring08
female	right	brown	no	yes	june	12	1988	221	66	2010	yes	15	walk	200	yes	yes	no	yes	yes	9	3	60	4000	no	swimming	Esfandiari	rear left	Spring08
female	right	hazel	no	yes	oct	16	1989	215	65	2011	yes	35	walk	900	yes	yes	no	yes	yes	4	2	85	42087	yes	piamp	Gould	front right	Spring08
female	right	brown	no	no	july	15	1988	228	66	2010	no	10	walk	300	yes	no	no	yes	no	7	0	85	40000	no	play the guitar	Gould	front left	Spring08
female	right	brown	yes	yes	feb	22	1988	235	65	2010	no	17	walk	1000	yes	yes	no	yes	yes	7	2	85	40000	yes	playing harp	Gould	front left	Spring08
female	right	green	no	yes	sept	28	1988	235	70	2010	yes	17	walk	650	yes	yes	no	yes	yes	6	0	90	40000	yes	snowboarding	Gould	rear left	Spring08
female	right	blue	yes	yes	jan	1	1988	237	63	2010	yes	25	walk	300	yes	no	no	yes	no	6.5	0	110	40000	yes	Gymnastics	Gould	front right	Spring08
male	left	brown	yes	yes	mar	13	1990	210	73	2011	yes	20	carpool	3	yes	yes	yes	yes	yes	9	0	65	38000	yes	Learning	Gould	rear right	Spring08
female	right	brown	yes	yes	oct	2	1989	216	64	2011	yes	10	walk	300	yes	yes	yes	yes	yes	9	0	95	37000	yes	swimming	Gould	rear left	Spring08
female	right	brown	yes	no	july	4	1985	264	67	2008	no	120	bus	300	yes	no	no	yes	no	7	0	95	35000	no	Cooking	Gould	front right	Spring08
male	right	hazel	no	yes	june	10	1986	255	70	2009	no	15	walk	430	yes	yes	no	yes	yes	6	20	155	32000	no	Poker	Gould	front right	Spring08
female	right	brown	yes	yes	mar	23	1988	228	58	2010	yes	15	walk	54	yes	yes	no	yes	yes	6	0	80	30000	no	watching TV	Gould	front left	Spring08
female	right	brown	yes	yes	june	11	1988	231	68	2010	yes	20	walk	141	yes	yes	no	yes	yes	9	0	85	30000	yes	Piano	Gould	rear left	Spring08
male	right	brown	yes	yes	jan	17	1988	242	70	2010	yes	15	walk	300	yes	yes	no	yes	yes	8	0	90	30000	yes	basketball	Gould	front left	Spring08
female	right	brown	no	yes	dec	15	1987	237	62	2010	yes	15	walk	200	yes	yes	no	yes	yes	5	0	90	30000	yes	dance	Gould	front left	Spring08
female	right	blue	no	yes	june	22	1988	231	71	2010	yes	15	walk	350	yes	yes	no	yes	yes	8	3	90	30000	yes	Traveling	Gould	front right	Spring08
female	left	hazel	yes	yes	aug	25	1988	236	63	2010	yes	5	walk	250	yes	yes	no	yes	yes	7	3	90	30000	yes	Dancing	Gould	rear right	Spring08
female	right	brown	yes	yes	nov	11	1988	233	63	2010	yes	15	walk	350	yes	yes	no	yes	yes	8	0	95	30000	yes	Snowboarding	Gould	front left	Spring08
female	right	blue	yes	no	nov	5	1988	226	63	2011	yes	17	walk	900	no	yes	yes	yes	yes	8	5	95	30000	yes	Golf	Gould	rear left	Spring08
female	right	blue	no	no	may	30	1988	233	67	2010	yes	10	walk	400	yes	yes	no	yes	yes	5.5	5	100	30000	yes	painting	Gould	front right	Spring08
male	right	brown	no	yes	mar	10	1985	264	67	2008	no	60	car (by yourself)	700	yes	no	no	yes	yes	6	0	105	30000	yes	art	Gould	front left	Spring08
male	left	brown	yes	yes	april	24	1988	233	66	2010	yes	15	walk	847	yes	yes	no	yes	no	6	0	110	30000	no	Poker	Gould	front right	Spring08
female	right	brown	yes	no	april	27	1988	231	60	2010	yes	15	walk	140	no	yes	no	yes	yes	6	2		25000	yes	tennis	Gould	front right	Spring08
female	right	brown	yes	no	may	1	1989	220	68	2011	yes	15	walk	900	yes	yes	yes	yes	yes	8	0	80	25000	yes	Tennis	Gould	rear left	Spring08
female	left	hazel	yes	yes	jan	14	1988	236	62	2010	yes	25	walk	650	yes	no	no	yes	yes	5.5	0	85	25000	yes	Photography	Gould	rear left	Spring08
male	right	brown	yes	yes	may	16	1987	245	68	2009	no	10	bicycle	995	yes	no	no	yes	yes	6	2	90	25000	yes	running	Gould	front right	Spring08
male	right	green	yes	yes	oct	3	1985	242	68	2008	no	35	carpool	700	yes	yes	no	yes	no	5	3	90	25000	no	Reading celebrity blogs	Gould	front right	Spring08
male	right	brown	no	no	mar	15	1982	306	69	2009	no	45	car (by yourself)	35	no	no	no	yes	yes	6	7	90	25000	yes	play tennis	Gould	rear left	Spring08
male	right	hazel	yes	yes	mar	21	1987	246	72	2009	no	12	bicycle	75	yes	yes	no	yes	yes	8	0	110	25000	no	Motocross	Gould	front left	Spring08
male	left	brown	no	no	aug	31	1987	240	67	2010	no	65	carpool	650	yes	yes	no	yes	yes	7	0	120	25000	no	soccer	Gould	front left	Spring08
female	right	green	yes	no	aug	6	1989	218	64	2011	no	75	carpool	893	yes	yes	no	yes	no	6	0	45	24000	yes	Watching movies	Gould	front right	Spring08
female	right	brown	yes	yes	june	22	1988	228	69	2010	yes	15	walk	186	yes	yes	no	yes	no	7	0		20000	yes	shopping	Gould	front right	Spring08
female	right	brown	no	no	aug	5	1989	217	64	2011	yes	15	walk	650	yes	yes	no	yes	yes	7	0	75	20000	yes	Travel	Gould	front left	Spring08
female	right	brown	no	no	dec	8	1987	237	63	2010	yes	15	walk	200	yes	yes	no	yes	no	5	0	80	20000	yes	Painting	Gould	rear left	Spring08
female	right	hazel	yes	yes	aug	20	1988	229	69	2010	no	15	walk	800	yes	yes	no	yes	yes	8	0	85	20000	yes	Reading	Gould	front right	Spring08
male	right	blue	no	yes	may	16	1987	244	72	2009	no	25	walk	500	yes	yes	no	yes	yes	8	0	90	20000	yes	badminton	Gould	front right	Spring08
female	right	blue	yes	yes	mar	4	1988	234	72	2010	yes	15	walk	124	yes	yes	no	yes	yes	10	10	90	20000	yes	wakeboarding	Gould	front left	Spring08
female	right	brown	yes	yes	aug	1	1988	217	66	2010	yes	20	walk	350	yes	yes	yes	yes	yes	5	3	95	20000	yes	soccer	Gould	front left	Spring08
